dataset,split,source_example_id,source_image_id,physical_image_path,image_hash,manifest_row_id,factor,variant,pool_id,numeric_tail,carrier
tallyqa,downstream_v2,tallyqa_down:count:30114272,vg:2392608,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2392608.jpg,9171bfa1355e3863b6bc6e870d07875575f80cec230fb8673bc1856587079188,tallyqa_down:count:30114272,count,downstream_v2,tallyqa_down:count:30114272,30114272,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30145300,vg:2341704,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2341704.jpg,52accc3fe003881cc0209750a6de9e901dc1f8c1e43de1505f6f43606d5c377c,tallyqa_down:count:30145300,count,downstream_v2,tallyqa_down:count:30145300,30145300,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30135010,vg:2358968,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2358968.jpg,e255b7326ab7d88a45fb8c4a6cf43c86fc588eb3f1c2be88b25dd3a3d98e0dc2,tallyqa_down:count:30135010,count,downstream_v2,tallyqa_down:count:30135010,30135010,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30152866,vg:2329127,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2329127.jpg,e87b2a35ee3344461ed6e026c99328789b887c910ab1551853d9a720d46832c6,tallyqa_down:count:30152866,count,downstream_v2,tallyqa_down:count:30152866,30152866,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30138715,vg:2352742,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2352742.jpg,019aec6e077eea4210fcb3410394ebfa360960cb0cbfdbacdb6424cfc1613115,tallyqa_down:count:30138715,count,downstream_v2,tallyqa_down:count:30138715,30138715,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30119985,vg:2383859,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2383859.jpg,ecfbb8e98d989261d9af40b5d7da2b9d395d05beedc13a7af943376c60b2031b,tallyqa_down:count:30119985,count,downstream_v2,tallyqa_down:count:30119985,30119985,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30124620,vg:2376543,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2376543.jpg,e4118b5bfda4fd2b63fff458e38b0f90bc464fe1b24e5d2f81e7cf9577bfc0a3,tallyqa_down:count:30124620,count,downstream_v2,tallyqa_down:count:30124620,30124620,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30150200,vg:2333631,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2333631.jpg,a2a3cf98a1f41b6482250f9a38a21f88262bb8598f6dc4cbbdfe354ffa375d2b,tallyqa_down:count:30150200,count,downstream_v2,tallyqa_down:count:30150200,30150200,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10157135,coco:COCO_train2014_000000030409,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000030409.jpg,8028268f6f3887e5f39ccb660d3e8e5855a7444d40db0eddc2e686c354a8b7c3,tallyqa_down:count:10157135,count,downstream_v2,tallyqa_down:count:10157135,10157135,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:19068073,coco:COCO_val2014_000000025997,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000025997.jpg,3cb1826fe43817a2068877ffbe95348f0dab88dd056ca8ff66d1b45237650376,tallyqa_down:count:19068073,count,downstream_v2,tallyqa_down:count:19068073,19068073,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:91211991,coco:COCO_train2014_000000064431,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000064431.jpg,63a43c1b5646b4a49e081899a419b493d161c8844f54cb08b9ce363674d0ab02,tallyqa_down:count:91211991,count,downstream_v2,tallyqa_down:count:91211991,91211991,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:90306941,coco:COCO_train2014_000000194365,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000194365.jpg,e898d37285fd95085be01d073079379fdbd2a8157ca6fdd0c251b6c5a760b494,tallyqa_down:count:90306941,count,downstream_v2,tallyqa_down:count:90306941,90306941,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:91144138,coco:COCO_train2014_000000441296,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000441296.jpg,4de8cafebf3d0b420c3ec36566d1e785fd610f1fe40616fbf73b260750f626f7,tallyqa_down:count:91144138,count,downstream_v2,tallyqa_down:count:91144138,91144138,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20015676,coco:COCO_train2014_000000405752,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000405752.jpg,7cff1a4940565610a8d3158d1a0f442650e1fa6ccd49a1dd339f7c9b94e441f7,tallyqa_down:count:20015676,count,downstream_v2,tallyqa_down:count:20015676,20015676,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30116317,vg:2389561,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2389561.jpg,7797f6143dec6db73dd42bb27fd74363bd4344e37abea90ea899d7fe3fce9605,tallyqa_down:count:30116317,count,downstream_v2,tallyqa_down:count:30116317,30116317,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30162395,vg:2413827,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2413827.jpg,6c808b4f069a4d661837393e3849d637b7e62b5abf96d473cae9713a16a7a161,tallyqa_down:count:30162395,count,downstream_v2,tallyqa_down:count:30162395,30162395,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:90430547,coco:COCO_train2014_000000211593,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000211593.jpg,66f60d88c5ca938582f843ca9d162b5b71a73658bf9cb0ccd432a42b0e598cd6,tallyqa_down:count:90430547,count,downstream_v2,tallyqa_down:count:90430547,90430547,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30160162,vg:2316688,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2316688.jpg,6bc3f40708ecf08fde037023a501e4cc2d4bca1ef18ffe9d4f7d047250d57219,tallyqa_down:count:30160162,count,downstream_v2,tallyqa_down:count:30160162,30160162,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20021851,coco:COCO_val2014_000000239861,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000239861.jpg,01778b92118056540c573d5a7c661cbccadb916c08feda559aa27c7dc5e1bad8,tallyqa_down:count:20021851,count,downstream_v2,tallyqa_down:count:20021851,20021851,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30092642,vg:38,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/38.jpg,7d1726dbdc0a1fcb146e855e179f1f94ed803adb8af9491f82b7402c1bb4a333,tallyqa_down:count:30092642,count,downstream_v2,tallyqa_down:count:30092642,30092642,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:19314155,coco:COCO_val2014_000000218439,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000218439.jpg,4dc627bd0f89b6a15f75840169984fd04e2205dd416a1bf9d32666b3086067e7,tallyqa_down:count:19314155,count,downstream_v2,tallyqa_down:count:19314155,19314155,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30116095,vg:2389845,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2389845.jpg,817b06742408fcfa689622b45c058558b30d759ec9adbb0e084b21037c61bd9d,tallyqa_down:count:30116095,count,downstream_v2,tallyqa_down:count:30116095,30116095,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30160445,vg:2316251,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2316251.jpg,4f477115ebec2f0bd62404936fe4ba6c3f8ce6a320554e5429dab9edb564dc8e,tallyqa_down:count:30160445,count,downstream_v2,tallyqa_down:count:30160445,30160445,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30131190,vg:2365471,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2365471.jpg,91ada380c5abb95925e9bcbdf69eb4539c6dbc3047d4f6bce6df540e57bfc866,tallyqa_down:count:30131190,count,downstream_v2,tallyqa_down:count:30131190,30131190,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10097111,coco:COCO_train2014_000000412112,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000412112.jpg,dd87f6c6f298fbb409816e5f17b144d08b2cf1fa407e7f7c86dd75aaf185957a,tallyqa_down:count:10097111,count,downstream_v2,tallyqa_down:count:10097111,10097111,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30118920,vg:2385471,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2385471.jpg,677c544b99164c9608ad122756e8ac1761a974b9ebc6ecce9fcdde3fe66cde7a,tallyqa_down:count:30118920,count,downstream_v2,tallyqa_down:count:30118920,30118920,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30116242,vg:2389656,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2389656.jpg,54017922c2cd49f624a51e373fc5b0ff7f8849894a498778464b2a04285e31b8,tallyqa_down:count:30116242,count,downstream_v2,tallyqa_down:count:30116242,30116242,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30121336,vg:2381721,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2381721.jpg,c00197a141f8311f94c846116c4763b0c801dad6df57d8bb4bc533fa28fabe52,tallyqa_down:count:30121336,count,downstream_v2,tallyqa_down:count:30121336,30121336,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30141429,vg:2348130,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2348130.jpg,625a84ca70d18d895560924e4bac65fe17c2aac76748044aa16684dd3532cdea,tallyqa_down:count:30141429,count,downstream_v2,tallyqa_down:count:30141429,30141429,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30127111,vg:2372435,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2372435.jpg,975f0c724c91bce80a7ccc3b11bb97e5f0d98901340e1cc9e8975516c95fba33,tallyqa_down:count:30127111,count,downstream_v2,tallyqa_down:count:30127111,30127111,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30160303,vg:2316480,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2316480.jpg,9d36b259bf0083aebf04a10ea8231817b2958453e623a32fd2512e095ab6fdc8,tallyqa_down:count:30160303,count,downstream_v2,tallyqa_down:count:30160303,30160303,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30148490,vg:2336415,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2336415.jpg,83589e24e2660c205e7d073b703e45dbfe8dbd20690708813f870dd022fa5901,tallyqa_down:count:30148490,count,downstream_v2,tallyqa_down:count:30148490,30148490,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30110806,vg:2398112,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2398112.jpg,8a7ec87a017986c2b5012e12f4ca8eb3c5b3c1e69759fa8a41a4661633e88199,tallyqa_down:count:30110806,count,downstream_v2,tallyqa_down:count:30110806,30110806,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20073414,coco:COCO_val2014_000000133161,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000133161.jpg,326deb84b8a0770c29e3f9621f9f189e1f5e26f3c7d4139284f0ca0fdf41ab66,tallyqa_down:count:20073414,count,downstream_v2,tallyqa_down:count:20073414,20073414,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10582849,coco:COCO_train2014_000000456606,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000456606.jpg,6ed744fc3b02c87599556a8b30d4138fc8f20fe1db8d4be43707d07230e9cef8,tallyqa_down:count:10582849,count,downstream_v2,tallyqa_down:count:10582849,10582849,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10135193,coco:COCO_train2014_000000157279,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000157279.jpg,191078a7b84ebbe69044822d6242472991e0f28bec402828ef894f1651ca08d5,tallyqa_down:count:10135193,count,downstream_v2,tallyqa_down:count:10135193,10135193,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20015079,coco:COCO_train2014_000000062209,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000062209.jpg,d4ab1a978981accbb40c497ba6fafa2fc723c9c5e71ab2d5bbf7f194f4c4cb3a,tallyqa_down:count:20015079,count,downstream_v2,tallyqa_down:count:20015079,20015079,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30143320,vg:2345101,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2345101.jpg,e10a08d4ba516cee1d4e56a716a155f604a4cd27d032f1b764402d5aa673c7f1,tallyqa_down:count:30143320,count,downstream_v2,tallyqa_down:count:30143320,30143320,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30163783,vg:2412842,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2412842.jpg,01c1b5fbfb89ccb5a9d7727eadacb527dd3611e0416a4a1107467e89185ae8ce,tallyqa_down:count:30163783,count,downstream_v2,tallyqa_down:count:30163783,30163783,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10368117,coco:COCO_train2014_000000203388,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000203388.jpg,eb8d6e8744657aff8abeee83491a5c32f2cf01559096f90ce67901c4c9fa6cb3,tallyqa_down:count:10368117,count,downstream_v2,tallyqa_down:count:10368117,10368117,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30114006,vg:2393003,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2393003.jpg,06ca2bd35280d0bb6ce3888440e16847eeb078f684adf83541662e991c362227,tallyqa_down:count:30114006,count,downstream_v2,tallyqa_down:count:30114006,30114006,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30111541,vg:2396962,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2396962.jpg,28ad18c207b800552eab0928f37152c0d6958b661357bed832a164e260103a7f,tallyqa_down:count:30111541,count,downstream_v2,tallyqa_down:count:30111541,30111541,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30137435,vg:2354951,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2354951.jpg,fc9ef036d6ef6bcb0880ce8cd98a321069ca80e670c1b3ed8be8f3d494e21289,tallyqa_down:count:30137435,count,downstream_v2,tallyqa_down:count:30137435,30137435,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10269427,coco:COCO_train2014_000000576155,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000576155.jpg,ca7b7060fa142750dd54bf233a4e1e31eeb491d847eea59d624db7b0690bc9a4,tallyqa_down:count:10269427,count,downstream_v2,tallyqa_down:count:10269427,10269427,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30105919,vg:2405132,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2405132.jpg,5c4214d0503ea4ad699298cdca84ab631496d58d0ccdc4f6bafba9553fe067c6,tallyqa_down:count:30105919,count,downstream_v2,tallyqa_down:count:30105919,30105919,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10524843,coco:COCO_train2014_000000498938,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000498938.jpg,c3e10c7d6c2e6467ae0f7017dbb6f447421ba85cbfe5d18c98a62ee80533148f,tallyqa_down:count:10524843,count,downstream_v2,tallyqa_down:count:10524843,10524843,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20031746,coco:COCO_val2014_000000028758,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000028758.jpg,ae72a31c343b18152712f15aef3c34cb740b24b34a624cf863b73a429fb67610,tallyqa_down:count:20031746,count,downstream_v2,tallyqa_down:count:20031746,20031746,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30120270,vg:2383448,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2383448.jpg,a91e47ed4e6ff4e8f43a8cbd3aa959c3e6965d8fed909c4328358c2620596779,tallyqa_down:count:30120270,count,downstream_v2,tallyqa_down:count:30120270,30120270,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30098354,vg:2409034,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2409034.jpg,257f1fd483ace74b3b3d8b4c21fe0a7f90db031a11e7499c874e422c8675360d,tallyqa_down:count:30098354,count,downstream_v2,tallyqa_down:count:30098354,30098354,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30164930,vg:2412012,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2412012.jpg,5e77c00cd83ce31257b335f48468b6009d1ee89b306a6d303e323ad248a19825,tallyqa_down:count:30164930,count,downstream_v2,tallyqa_down:count:30164930,30164930,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30133604,vg:2361337,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2361337.jpg,4b6b11717447879b3ac4d0baccd230b69ff7ce63e9cbab7e05af956a777f10bb,tallyqa_down:count:30133604,count,downstream_v2,tallyqa_down:count:30133604,30133604,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30094548,vg:2412887,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2412887.jpg,01cc0b1154703b3927e0545e3fed5109f9ba94a2d8c2d6a53675802fd7b5f9d8,tallyqa_down:count:30094548,count,downstream_v2,tallyqa_down:count:30094548,30094548,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:90126528,coco:COCO_train2014_000000550395,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000550395.jpg,bd5e3601cbe8354feb788931272bfff0f27d8be76764616c44ec6cccab55585f,tallyqa_down:count:90126528,count,downstream_v2,tallyqa_down:count:90126528,90126528,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30118668,vg:2385924,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2385924.jpg,983362035b260f8f667baac73249456869ad598528aa8a044ec0f8c8e4fdbb75,tallyqa_down:count:30118668,count,downstream_v2,tallyqa_down:count:30118668,30118668,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30138905,vg:2352417,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2352417.jpg,ed85dc1f4b4140cd922342660dcfd4fe24fb7433cbb4a7d35279782dc639db85,tallyqa_down:count:30138905,count,downstream_v2,tallyqa_down:count:30138905,30138905,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:19108519,coco:COCO_val2014_000000303538,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000303538.jpg,bed421fce85cd73042895f7ab27576c7ee319336833c2f29e0e8817acb029701,tallyqa_down:count:19108519,count,downstream_v2,tallyqa_down:count:19108519,19108519,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:923647891670,vg:2364789,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2364789.jpg,8639ce89ff057644fac0a57a3502bbf52fab0dd085359397a6c80392be331268,tallyqa_down:count:923647891670,count,downstream_v2,tallyqa_down:count:923647891670,923647891670,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:19057896,coco:COCO_val2014_000000022072,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000022072.jpg,b5fb0077a9cdda06c3634ae752258001971eb345b97658587be6d13cbcd0e478,tallyqa_down:count:19057896,count,downstream_v2,tallyqa_down:count:19057896,19057896,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10477895,coco:COCO_train2014_000000299930,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000299930.jpg,5ce27cccf9daec6b6f0a0b4dc6b99ba82772b41b4c50b683af76eff57f7d8c2c,tallyqa_down:count:10477895,count,downstream_v2,tallyqa_down:count:10477895,10477895,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30096810,vg:2409840,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2409840.jpg,38823959035c8eeb121199fe9aefb08467ad68c967e8a9571a44a4f971e8a08e,tallyqa_down:count:30096810,count,downstream_v2,tallyqa_down:count:30096810,30096810,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:91037547,coco:COCO_train2014_000000416604,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000416604.jpg,a32beb58b0bcd740669d062d6057274e0f1344fac11271a39fb1ba2aeb6f1cdd,tallyqa_down:count:91037547,count,downstream_v2,tallyqa_down:count:91037547,91037547,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30132611,vg:2363026,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2363026.jpg,3f5bb22f6c05f451ac1fa184f8cbe1bfccb60d7ea09909371a84ade5652cb2c1,tallyqa_down:count:30132611,count,downstream_v2,tallyqa_down:count:30132611,30132611,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:91618893,coco:COCO_val2014_000000468005,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_val2014_000000468005.jpg,6023831867370229650ad11d76cccf54d70f141675659a9f8fc6538f77a39123,tallyqa_down:count:91618893,count,downstream_v2,tallyqa_down:count:91618893,91618893,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:924153663089,vg:2415366,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2415366.jpg,437155eaf842a82a497c3d141de69c21e5b8926d9a1d04e45d2da02d9d364b76,tallyqa_down:count:924153663089,count,downstream_v2,tallyqa_down:count:924153663089,924153663089,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30145328,vg:2341652,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2341652.jpg,5ad76babc911019781c3259a14b42164f5422aca65837d3c4f39173538908434,tallyqa_down:count:30145328,count,downstream_v2,tallyqa_down:count:30145328,30145328,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30149859,vg:2334194,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2334194.jpg,6ad2b52ff0bd5a8ab4f7ed9148b030c98e777784e19083b52cbd5c56cc1b6196,tallyqa_down:count:30149859,count,downstream_v2,tallyqa_down:count:30149859,30149859,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:90341889,coco:COCO_train2014_000000464056,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000464056.jpg,735dd99ef5d193d1d641cd7ccaf345c9301b4a67319a06a08cb30abde6731a00,tallyqa_down:count:90341889,count,downstream_v2,tallyqa_down:count:90341889,90341889,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30118130,vg:2386754,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2386754.jpg,341aa36a12787acdf053aa226446f12d65ab55e8ff0bd04407729842e58eb381,tallyqa_down:count:30118130,count,downstream_v2,tallyqa_down:count:30118130,30118130,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30094987,vg:2411846,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2411846.jpg,cf5343809813bb53f9a3d30212400fd63a50c41e6e8daaf3217acab21d4d5036,tallyqa_down:count:30094987,count,downstream_v2,tallyqa_down:count:30094987,30094987,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:9235574620662,vg:2355746,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2355746.jpg,31e44c00063b2a9581da922bb53e2a1fef4449eb5dc9d25c1cfc0a8ae6922c65,tallyqa_down:count:9235574620662,count,downstream_v2,tallyqa_down:count:9235574620662,9235574620662,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30108633,vg:2401443,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2401443.jpg,fe4ffa24084ea6be7f8e405c12980d3820d27d9dc474e0762b7627bbddcf8a0a,tallyqa_down:count:30108633,count,downstream_v2,tallyqa_down:count:30108633,30108633,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30113410,vg:2393931,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2393931.jpg,0bcd8b98cc071f06aaaa9feb102d2c7d1e41c6cefafe20c04b3f565b2c5a2224,tallyqa_down:count:30113410,count,downstream_v2,tallyqa_down:count:30113410,30113410,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30141797,vg:2347507,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2347507.jpg,33267131841d8947527f457c846bb586edf23ce07fd5e8a5222e17d8a5200ec0,tallyqa_down:count:30141797,count,downstream_v2,tallyqa_down:count:30141797,30141797,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30110442,vg:2398715,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2398715.jpg,b2e6cc93bea0f9f0c52313eae835ae45cfa0d66b3d4b0927e0e7534b5b1cb502,tallyqa_down:count:30110442,count,downstream_v2,tallyqa_down:count:30110442,30110442,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30118579,vg:2386060,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2386060.jpg,142442cf5629bb99d82763ba05393a1072508ab659a950b6c5cc68682a61ad16,tallyqa_down:count:30118579,count,downstream_v2,tallyqa_down:count:30118579,30118579,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30144318,vg:2343337,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2343337.jpg,092b57fce620db239981b40e4715aea4e6d1d5b005090b9fc6c6a2e6dda1556d,tallyqa_down:count:30144318,count,downstream_v2,tallyqa_down:count:30144318,30144318,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:10625499,coco:COCO_train2014_000000258364,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000258364.jpg,0a8d45cf254e9b0cea786e4d17d50d07d02335627268b7cfc005eef29077e52f,tallyqa_down:count:10625499,count,downstream_v2,tallyqa_down:count:10625499,10625499,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:30144535,vg:2343002,/root/autodl-fs/RewardLens/phase2_v2_sources/gqa/required_raw_images/2343002.jpg,fbb7d91f1d48da3fa8b1e21fd99491c7f823887a32d27e4ad34a419ce44f2529,tallyqa_down:count:30144535,count,downstream_v2,tallyqa_down:count:30144535,30144535,tallyqa
tallyqa,downstream_v2,tallyqa_down:count:20013944,coco:COCO_train2014_000000205590,/root/autodl-fs/RewardLens/phase2_v2_sources/coco/required_raw_images/COCO_train2014_000000205590.jpg,f833dbf5801b48f5432d137a99b9972b9535468b6e574b785094060ef8625520,tallyqa_down:count:20013944,count,downstream_v2,tallyqa_down:count:20013944,20013944,tallyqa
